condition,src,plateau_auc_low,dist_to_source,l0,ref_at_dist,residual
sparse_match,156,0.06813,77.419,26,0.11004,-0.04191
sparse_match,157,0.06747,78.05,58,0.10945,-0.04198
sparse_match,158,0.05564,39.487,59,0.15539,-0.09975
sparse_match,159,0.08659,78.686,92,0.10887,-0.02228
sparse_match,160,0.12576,50.148,43,0.13996,-0.0142
sparse_match,161,0.06771,46.687,28,0.14458,-0.07687
sparse_match,162,0.0617,64.224,43,0.12349,-0.06179
sparse_match,163,0.02407,79.348,35,0.10827,-0.08419
sparse_match,164,0.0772,73.848,14,0.11344,-0.03623
sparse_match,165,0.04883,63.584,123,0.12421,-0.07538
sparse_match,166,0.04796,64.499,74,0.12318,-0.07522
sparse_match,167,0.04778,66.212,34,0.1213,-0.07351
sparse_match,168,0.05383,62.459,18,0.1255,-0.07167
sparse_match,169,0.12873,53.151,44,0.13621,-0.00749
sparse_match,170,0.11679,63.475,84,0.12433,-0.00754
sparse_match,171,0.10848,68.48,36,0.11887,-0.01039
sparse_match,172,0.0579,37.236,27,0.15918,-0.10127
sparse_match,173,0.08145,74.913,21,0.11241,-0.03096
sparse_match,174,0.05594,58.845,63,0.12964,-0.0737
sparse_match,175,0.06614,63.542,58,0.12426,-0.05812
